user_age,user_location,device_type,ad_category,time_of_day,historical_ctr,clicked
51,USA,Mobile,Fashion,Night,0.0214,0
28,USA,Mobile,Gaming,Evening,0.1597,0
42,USA,Mobile,Education,Night,0.0672,0
47,Australia,Desktop,Gaming,Night,0.1075,0
41,USA,Mobile,Gaming,Evening,0.1297,1
22,USA,Desktop,Fashion,Night,0.0142,0
62,Australia,Desktop,Education,Evening,0.0708,0
55,Canada,Mobile,Travel,Night,0.0491,0
52,USA,Mobile,Gaming,Morning,0.1563,0
64,Australia,Mobile,Education,Evening,0.0755,1
32,USA,Mobile,Travel,Afternoon,0.0403,0
51,Australia,Desktop,Fashion,Afternoon,0.025,0
30,India,Mobile,Fashion,Morning,0.024,0
23,Australia,Tablet,Gaming,Morning,0.1212,0
60,USA,Tablet,Travel,Night,0.0283,0
32,USA,Desktop,Gaming,Night,0.1306,0
57,USA,Mobile,Education,Night,0.0676,1
54,UK,Desktop,Electronics,Night,0.0274,0
27,USA,Mobile,Education,Morning,0.0538,0
23,Germany,Mobile,Education,Night,0.0569,0
51,USA,Mobile,Education,Morning,0.0596,1
24,Australia,Desktop,Finance,Evening,0.0805,0
32,UK,Tablet,Gaming,Afternoon,0.1165,0
30,Canada,Desktop,Finance,Night,0.0824,0
26,India,Tablet,Travel,Evening,0.0439,0
37,India,Mobile,Education,Night,0.0692,0
32,India,Mobile,Finance,Night,0.0713,0
53,Canada,Mobile,Gaming,Night,0.1229,0
18,USA,Desktop,Fashion,Afternoon,0.0307,0
46,Canada,Desktop,Finance,Evening,0.0815,0
46,USA,Mobile,Travel,Afternoon,0.0416,0
57,UK,Mobile,Education,Night,0.0721,0
49,India,Mobile,Education,Afternoon,0.0536,0
60,Germany,Tablet,Education,Morning,0.0498,0
52,India,Mobile,Education,Night,0.0718,0
63,Australia,Desktop,Finance,Night,0.0749,0
53,India,Mobile,Finance,Afternoon,0.0941,0
19,Australia,Desktop,Education,Night,0.0547,0
62,USA,Mobile,Travel,Morning,0.0312,0
43,USA,Mobile,Travel,Night,0.0239,0
47,USA,Mobile,Education,Morning,0.0582,0
47,India,Tablet,Electronics,Evening,0.0321,0
47,India,Mobile,Finance,Evening,0.1067,0
18,USA,Mobile,Finance,Morning,0.0878,0
36,UK,Mobile,Fashion,Night,0.0465,0
40,USA,Mobile,Education,Night,0.0794,0
49,USA,Desktop,Travel,Afternoon,0.025,0
49,India,Mobile,Travel,Morning,0.0385,0
24,Canada,Mobile,Fashion,Morning,0.0244,0
62,India,Mobile,Finance,Afternoon,0.0802,0
25,USA,Mobile,Gaming,Morning,0.1504,0
43,USA,Mobile,Gaming,Morning,0.1351,0
23,India,Tablet,Education,Morning,0.0572,0
49,India,Mobile,Finance,Morning,0.0793,0
45,India,Desktop,Gaming,Afternoon,0.1006,0
65,Canada,Desktop,Travel,Evening,0.031,0
64,Canada,Mobile,Electronics,Morning,0.0399,0
27,India,Mobile,Travel,Night,0.0321,0
45,USA,Mobile,Gaming,Night,0.1376,0
57,Canada,Desktop,Travel,Evening,0.016,0
30,India,Tablet,Finance,Evening,0.0908,0
40,Germany,Tablet,Fashion,Evening,0.0375,0
42,India,Mobile,Fashion,Afternoon,0.0275,0
44,UK,Mobile,Finance,Night,0.1016,0
25,USA,Mobile,Travel,Morning,0.0233,0
20,Germany,Desktop,Gaming,Night,0.1266,0
55,USA,Mobile,Fashion,Night,0.0328,0
24,India,Tablet,Finance,Evening,0.094,0
20,India,Mobile,Electronics,Afternoon,0.0325,1
32,Canada,Mobile,Electronics,Evening,0.0277,0
22,Australia,Desktop,Education,Morning,0.0635,0
36,India,Mobile,Finance,Morning,0.1035,0
34,India,Desktop,Electronics,Morning,0.0259,0
45,UK,Mobile,Education,Afternoon,0.0706,0
44,Germany,Desktop,Finance,Night,0.0829,0
18,Australia,Desktop,Fashion,Morning,0.0259,0
61,Canada,Mobile,Education,Night,0.0723,0
21,India,Mobile,Finance,Evening,0.076,0
36,UK,Mobile,Fashion,Afternoon,0.0241,0
22,UK,Mobile,Education,Evening,0.0572,0
35,Australia,Mobile,Finance,Morning,0.0936,0
23,USA,Mobile,Finance,Evening,0.0823,0
58,Australia,Desktop,Travel,Afternoon,0.0119,0
32,India,Mobile,Gaming,Evening,0.1239,0
40,Canada,Desktop,Education,Morning,0.0563,0
39,UK,Mobile,Gaming,Morning,0.16,0
58,UK,Mobile,Fashion,Morning,0.0497,1
25,USA,Mobile,Gaming,Evening,0.1206,0
51,India,Desktop,Electronics,Morning,0.0293,0
54,UK,Desktop,Finance,Morning,0.0799,0
36,Canada,Mobile,Education,Evening,0.0601,0
42,UK,Mobile,Finance,Evening,0.0833,0
58,India,Mobile,Fashion,Night,0.039,0
23,Australia,Desktop,Gaming,Night,0.1375,0
37,UK,Tablet,Gaming,Afternoon,0.1196,1
19,Australia,Mobile,Gaming,Afternoon,0.126,0
45,USA,Mobile,Electronics,Afternoon,0.0362,1
49,India,Mobile,Gaming,Afternoon,0.1242,0
34,USA,Mobile,Electronics,Evening,0.0342,0
23,UK,Desktop,Education,Night,0.0613,0
39,India,Mobile,Gaming,Morning,0.1544,0
21,UK,Desktop,Finance,Morning,0.0713,0
49,USA,Mobile,Gaming,Afternoon,0.1225,1
24,USA,Mobile,Gaming,Morning,0.116,0
32,India,Desktop,Education,Morning,0.0604,0
22,India,Desktop,Finance,Night,0.076,0
18,Australia,Mobile,Finance,Morning,0.1051,0
63,USA,Mobile,Fashion,Afternoon,0.0269,0
63,India,Mobile,Education,Evening,0.0557,0
62,USA,Mobile,Fashion,Morning,0.0255,0
37,USA,Desktop,Education,Afternoon,0.0586,0
18,USA,Desktop,Electronics,Evening,0.0373,0
51,Australia,Mobile,Electronics,Night,0.0235,0
40,Canada,Desktop,Travel,Morning,0.031,0
29,India,Desktop,Finance,Evening,0.0897,0
52,Germany,Desktop,Fashion,Afternoon,0.02,0
38,USA,Mobile,Finance,Morning,0.0882,0
23,India,Desktop,Gaming,Morning,0.1274,0
26,Australia,Mobile,Education,Morning,0.0528,0
62,India,Mobile,Education,Night,0.0733,0
31,India,Mobile,Fashion,Afternoon,0.0383,0
19,UK,Mobile,Education,Evening,0.074,0
43,Australia,Mobile,Finance,Afternoon,0.0852,0
19,India,Desktop,Gaming,Afternoon,0.1392,0
61,USA,Mobile,Electronics,Evening,0.028,0
60,Germany,Mobile,Travel,Afternoon,0.0232,0
60,India,Mobile,Gaming,Night,0.144,0
30,USA,Mobile,Gaming,Evening,0.1355,1
28,India,Desktop,Finance,Afternoon,0.093,1
39,India,Desktop,Finance,Morning,0.0609,0
31,India,Tablet,Education,Night,0.0528,0
27,Canada,Desktop,Gaming,Morning,0.1091,0
35,India,Mobile,Travel,Night,0.0351,0
24,India,Mobile,Electronics,Afternoon,0.0232,0
42,Germany,Mobile,Education,Morning,0.0699,0
20,India,Mobile,Electronics,Evening,0.0312,0
61,India,Mobile,Fashion,Night,0.0268,0
25,Germany,Mobile,Electronics,Afternoon,0.0215,0
46,USA,Mobile,Electronics,Evening,0.0524,0
30,USA,Mobile,Gaming,Night,0.1477,0
61,India,Mobile,Gaming,Evening,0.1343,0
34,USA,Desktop,Travel,Evening,0.0247,0
44,UK,Mobile,Fashion,Night,0.0474,0
49,USA,Mobile,Travel,Night,0.0273,0
48,India,Mobile,Education,Night,0.064,0
40,India,Desktop,Electronics,Morning,0.0396,0
21,USA,Tablet,Gaming,Afternoon,0.1409,1
22,Australia,Mobile,Education,Afternoon,0.0696,0
29,USA,Desktop,Gaming,Evening,0.1399,0
51,USA,Desktop,Education,Afternoon,0.0469,0
40,Australia,Mobile,Electronics,Night,0.0442,1
54,India,Mobile,Education,Night,0.0656,0
64,India,Mobile,Education,Morning,0.0728,0
30,UK,Mobile,Fashion,Night,0.0461,0
22,India,Mobile,Education,Night,0.0612,0
21,Germany,Desktop,Travel,Morning,0.0128,0
22,UK,Mobile,Electronics,Afternoon,0.0421,0
62,India,Desktop,Travel,Afternoon,0.0142,0
59,UK,Desktop,Electronics,Night,0.0338,0
31,UK,Mobile,Finance,Night,0.0955,0
58,India,Mobile,Finance,Afternoon,0.0742,0
36,UK,Mobile,Travel,Evening,0.0419,0
37,Canada,Desktop,Fashion,Night,0.03,0
21,Canada,Desktop,Fashion,Morning,0.0271,0
27,Australia,Desktop,Electronics,Evening,0.0417,0
55,India,Desktop,Finance,Afternoon,0.077,0
57,Australia,Mobile,Fashion,Evening,0.0535,0
36,USA,Tablet,Gaming,Afternoon,0.1244,0
22,USA,Mobile,Finance,Morning,0.0719,0
64,Germany,Mobile,Electronics,Evening,0.0408,0
25,UK,Mobile,Fashion,Evening,0.0447,0
54,UK,Mobile,Electronics,Afternoon,0.0331,0
52,India,Mobile,Education,Afternoon,0.0753,0
20,UK,Desktop,Gaming,Night,0.1447,0
29,UK,Desktop,Finance,Afternoon,0.0929,0
46,USA,Mobile,Electronics,Morning,0.0314,0
32,UK,Mobile,Gaming,Morning,0.1555,0
52,Canada,Desktop,Finance,Evening,0.0717,0
37,India,Mobile,Fashion,Evening,0.0283,0
26,India,Desktop,Education,Morning,0.065,0
50,India,Desktop,Finance,Night,0.0968,0
53,India,Mobile,Gaming,Morning,0.1296,0
41,USA,Mobile,Travel,Night,0.0371,0
45,Canada,Mobile,Travel,Afternoon,0.041,0
58,USA,Desktop,Finance,Afternoon,0.0841,0
41,India,Tablet,Gaming,Night,0.1298,0
44,India,Tablet,Electronics,Afternoon,0.0292,0
59,Australia,Desktop,Fashion,Evening,0.0299,0
43,India,Mobile,Electronics,Evening,0.0498,0
24,India,Desktop,Finance,Night,0.0942,0
25,India,Mobile,Travel,Afternoon,0.0201,0
24,UK,Mobile,Education,Morning,0.0785,0
20,UK,Mobile,Electronics,Afternoon,0.0331,0
43,India,Desktop,Electronics,Evening,0.0377,0
50,India,Mobile,Fashion,Evening,0.049,0
43,UK,Mobile,Education,Afternoon,0.0514,0
65,Canada,Desktop,Gaming,Afternoon,0.1156,0
32,UK,Mobile,Travel,Night,0.0241,0
59,India,Mobile,Finance,Morning,0.1026,0
40,UK,Desktop,Fashion,Night,0.0322,0
25,India,Desktop,Finance,Afternoon,0.083,0
41,UK,Mobile,Fashion,Morning,0.0385,0
54,USA,Mobile,Education,Afternoon,0.0551,0
28,Australia,Mobile,Electronics,Morning,0.0237,0
21,India,Tablet,Fashion,Evening,0.0201,0
57,Canada,Mobile,Education,Afternoon,0.0653,0
33,Germany,Desktop,Travel,Evening,0.0449,0
49,USA,Tablet,Travel,Night,0.0194,0
28,UK,Mobile,Gaming,Morning,0.1488,0
28,Australia,Mobile,Electronics,Morning,0.0259,0
41,Canada,Desktop,Education,Afternoon,0.0433,0
31,USA,Desktop,Travel,Night,0.0321,0
38,UK,Mobile,Finance,Evening,0.0914,0
45,USA,Tablet,Gaming,Afternoon,0.1203,0
63,Canada,Desktop,Gaming,Afternoon,0.1215,1
39,Australia,Desktop,Electronics,Evening,0.0209,0
25,India,Mobile,Finance,Night,0.0996,0
65,Australia,Mobile,Finance,Evening,0.1134,1
34,India,Desktop,Education,Evening,0.0675,0
22,India,Tablet,Electronics,Evening,0.0394,0
26,Germany,Desktop,Fashion,Afternoon,0.0136,0
24,India,Mobile,Finance,Evening,0.1078,0
21,India,Desktop,Electronics,Afternoon,0.0144,0
25,India,Tablet,Travel,Evening,0.0254,0
46,Canada,Desktop,Fashion,Afternoon,0.0344,0
31,India,Desktop,Travel,Afternoon,0.0156,0
61,India,Desktop,Electronics,Night,0.0277,0
32,Canada,Desktop,Travel,Afternoon,0.014,0
58,India,Desktop,Gaming,Afternoon,0.124,0
30,Germany,Desktop,Fashion,Evening,0.0294,0
60,Canada,Mobile,Fashion,Night,0.0422,0
23,USA,Desktop,Travel,Night,0.027,0
27,India,Desktop,Finance,Morning,0.0743,0
32,Germany,Mobile,Gaming,Evening,0.1392,0
48,UK,Mobile,Finance,Evening,0.1019,0
28,UK,Mobile,Finance,Morning,0.0814,0
18,Australia,Desktop,Travel,Night,0.0228,0
35,India,Tablet,Finance,Evening,0.0919,0
27,India,Tablet,Electronics,Morning,0.0254,0
20,UK,Mobile,Gaming,Night,0.1258,0
52,India,Desktop,Travel,Afternoon,0.0316,0
30,India,Mobile,Electronics,Night,0.0241,0
24,UK,Mobile,Finance,Evening,0.0762,0
37,Australia,Mobile,Fashion,Evening,0.0387,0
61,Australia,Tablet,Finance,Morning,0.0918,0
47,USA,Tablet,Electronics,Afternoon,0.0149,0
55,India,Tablet,Travel,Night,0.0234,0
64,USA,Mobile,Education,Afternoon,0.0786,0
45,Australia,Tablet,Finance,Evening,0.1018,0
40,USA,Mobile,Travel,Morning,0.0208,0
60,India,Mobile,Gaming,Afternoon,0.1258,0
39,USA,Mobile,Fashion,Afternoon,0.0458,0
46,USA,Desktop,Education,Afternoon,0.0565,0
44,Canada,Mobile,Finance,Afternoon,0.0803,1
22,Australia,Desktop,Gaming,Night,0.1469,0
62,USA,Mobile,Finance,Morning,0.0948,0
19,UK,Mobile,Education,Afternoon,0.0709,0
22,Canada,Desktop,Finance,Evening,0.0898,1
62,USA,Desktop,Gaming,Evening,0.126,0
51,Germany,Desktop,Travel,Morning,0.0304,0
36,India,Desktop,Finance,Night,0.0604,0
22,USA,Desktop,Gaming,Morning,0.1299,0
49,India,Mobile,Gaming,Night,0.1572,0
55,USA,Mobile,Travel,Afternoon,0.0319,0
46,Australia,Desktop,Finance,Morning,0.068,1
49,USA,Mobile,Gaming,Morning,0.1398,0
49,India,Mobile,Travel,Night,0.0491,0
31,USA,Desktop,Education,Night,0.0507,1
33,Canada,Desktop,Gaming,Afternoon,0.1178,0
43,India,Mobile,Finance,Night,0.0835,0
26,UK,Desktop,Electronics,Night,0.0112,0
46,UK,Mobile,Fashion,Morning,0.0413,0
33,USA,Desktop,Finance,Night,0.0836,0
46,India,Desktop,Fashion,Afternoon,0.0244,0
34,India,Desktop,Finance,Afternoon,0.0976,0
42,USA,Desktop,Fashion,Night,0.0283,0
50,Germany,Mobile,Travel,Evening,0.0465,0
49,Australia,Mobile,Gaming,Afternoon,0.1268,0
23,USA,Mobile,Education,Morning,0.0764,0
55,USA,Tablet,Gaming,Evening,0.1159,0
32,Canada,Mobile,Electronics,Night,0.03,0
40,Canada,Desktop,Fashion,Night,0.0296,0
61,UK,Desktop,Fashion,Afternoon,0.0255,0
20,Germany,Desktop,Education,Afternoon,0.0411,1
34,Germany,Mobile,Gaming,Evening,0.1235,0
38,USA,Tablet,Fashion,Afternoon,0.0304,0
60,Australia,Mobile,Gaming,Evening,0.1499,0
29,India,Mobile,Travel,Morning,0.0405,0
62,UK,Desktop,Gaming,Afternoon,0.1009,0
58,UK,Tablet,Fashion,Afternoon,0.023,0
41,USA,Mobile,Electronics,Night,0.0411,0
34,USA,Desktop,Electronics,Evening,0.0165,0
30,India,Mobile,Electronics,Morning,0.0365,0
40,Australia,Desktop,Electronics,Evening,0.0335,0
28,Australia,Mobile,Education,Night,0.0777,0
55,USA,Tablet,Gaming,Afternoon,0.111,0
49,Germany,Desktop,Fashion,Afternoon,0.0336,0
25,USA,Mobile,Gaming,Morning,0.1374,0
55,USA,Desktop,Travel,Afternoon,0.0282,0
32,USA,Desktop,Fashion,Morning,0.0301,0
51,USA,Mobile,Fashion,Morning,0.0401,0
23,Australia,Tablet,Travel,Afternoon,0.0117,0
51,Canada,Mobile,Education,Afternoon,0.0566,0
41,USA,Mobile,Electronics,Morning,0.0262,0
44,Canada,Mobile,Fashion,Afternoon,0.028,0
36,Germany,Mobile,Education,Evening,0.0683,0
51,India,Tablet,Electronics,Morning,0.0337,0
57,UK,Desktop,Finance,Night,0.0812,0
29,USA,Desktop,Travel,Morning,0.0313,0
20,Australia,Desktop,Fashion,Evening,0.0246,0
41,India,Mobile,Fashion,Morning,0.0406,0
51,USA,Desktop,Fashion,Afternoon,0.0395,0
49,UK,Desktop,Travel,Evening,0.0265,0
26,Germany,Desktop,Education,Evening,0.067,0
24,Canada,Mobile,Education,Morning,0.067,0
20,Germany,Mobile,Electronics,Night,0.0457,0
38,India,Mobile,Education,Morning,0.0529,0
54,USA,Mobile,Travel,Evening,0.0516,0
43,India,Mobile,Electronics,Night,0.0422,0
59,India,Mobile,Fashion,Afternoon,0.0385,0
63,Canada,Desktop,Electronics,Evening,0.0203,0
18,Germany,Mobile,Finance,Night,0.1001,0
63,Australia,Mobile,Education,Evening,0.0774,0
22,India,Mobile,Fashion,Night,0.0491,0
35,Germany,Tablet,Gaming,Morning,0.1055,0
48,USA,Mobile,Education,Morning,0.0738,0
42,USA,Mobile,Education,Afternoon,0.0502,0
58,USA,Desktop,Finance,Morning,0.0783,0
57,USA,Mobile,Finance,Evening,0.0988,0
53,UK,Desktop,Finance,Morning,0.0735,0
50,Canada,Mobile,Finance,Night,0.0863,0
39,India,Mobile,Electronics,Afternoon,0.0401,0
64,Germany,Desktop,Fashion,Afternoon,0.023,0
44,Canada,Mobile,Fashion,Night,0.0443,0
61,UK,Mobile,Education,Night,0.0704,0
28,Canada,Mobile,Travel,Evening,0.044,0
47,USA,Mobile,Travel,Afternoon,0.0222,1
25,UK,Desktop,Electronics,Evening,0.022,0
22,India,Mobile,Finance,Morning,0.1011,0
56,India,Mobile,Fashion,Afternoon,0.0452,0
36,USA,Desktop,Electronics,Morning,0.0384,0
57,Canada,Desktop,Finance,Evening,0.0886,1
19,USA,Desktop,Finance,Evening,0.0681,0
44,USA,Mobile,Finance,Afternoon,0.0951,0
65,India,Desktop,Education,Night,0.0582,0
46,India,Mobile,Fashion,Evening,0.0419,0
54,USA,Mobile,Electronics,Evening,0.0394,0
57,Australia,Mobile,Gaming,Afternoon,0.1162,0
33,India,Mobile,Travel,Afternoon,0.0229,0
31,Germany,Mobile,Travel,Night,0.0466,0
35,India,Mobile,Fashion,Morning,0.0436,0
60,USA,Mobile,Travel,Night,0.0214,0
64,Australia,Desktop,Education,Afternoon,0.068,0
65,USA,Desktop,Education,Evening,0.0735,0
55,UK,Mobile,Travel,Night,0.031,0
42,India,Desktop,Finance,Afternoon,0.0846,0
60,Germany,Mobile,Electronics,Afternoon,0.023,0
22,India,Mobile,Travel,Evening,0.0265,0
24,USA,Mobile,Gaming,Evening,0.1252,0
53,USA,Desktop,Education,Afternoon,0.063,0
60,USA,Desktop,Travel,Afternoon,0.0137,0
57,India,Tablet,Fashion,Morning,0.0285,0
60,UK,Desktop,Fashion,Afternoon,0.028,0
24,India,Mobile,Gaming,Morning,0.1538,0
59,USA,Mobile,Electronics,Night,0.0466,0
36,India,Desktop,Travel,Afternoon,0.0266,0
18,USA,Tablet,Electronics,Night,0.0308,0
19,Canada,Mobile,Electronics,Morning,0.0278,0
34,UK,Mobile,Gaming,Afternoon,0.154,0
57,UK,Tablet,Fashion,Night,0.0316,0
64,UK,Desktop,Travel,Afternoon,0.0261,0
63,UK,Mobile,Fashion,Morning,0.0223,0
49,Canada,Desktop,Finance,Morning,0.0944,0
53,India,Desktop,Gaming,Evening,0.125,0
32,UK,Mobile,Travel,Evening,0.0479,0
19,Australia,Mobile,Education,Morning,0.0602,0
53,Australia,Desktop,Gaming,Night,0.1239,0
35,USA,Mobile,Electronics,Morning,0.0277,0
41,Canada,Mobile,Education,Evening,0.0584,0
41,India,Desktop,Education,Afternoon,0.0455,0
39,USA,Desktop,Education,Afternoon,0.0449,0
55,Australia,Desktop,Gaming,Night,0.1325,1
47,UK,Mobile,Gaming,Morning,0.1531,0
53,Canada,Mobile,Fashion,Evening,0.0365,0
41,USA,Mobile,Finance,Morning,0.102,1
44,USA,Mobile,Electronics,Evening,0.027,0
63,India,Mobile,Finance,Night,0.0749,0
21,Australia,Desktop,Fashion,Evening,0.0193,0
40,USA,Tablet,Finance,Evening,0.0676,0
60,India,Mobile,Finance,Night,0.0917,0
19,USA,Desktop,Electronics,Evening,0.0293,0
52,USA,Mobile,Education,Evening,0.0736,0
25,India,Mobile,Electronics,Afternoon,0.0232,0
34,Germany,Mobile,Gaming,Evening,0.1646,0
38,India,Tablet,Travel,Evening,0.0346,0
20,Germany,Tablet,Education,Afternoon,0.0423,0
65,UK,Mobile,Gaming,Afternoon,0.1255,0
45,India,Mobile,Gaming,Evening,0.1267,0
51,UK,Mobile,Finance,Morning,0.0712,0
31,India,Mobile,Education,Night,0.06,0
62,India,Mobile,Education,Evening,0.0812,0
50,USA,Tablet,Travel,Morning,0.0324,0
33,Australia,Desktop,Education,Afternoon,0.0597,0
65,UK,Mobile,Electronics,Evening,0.0373,0
40,USA,Mobile,Finance,Afternoon,0.0892,1
19,India,Mobile,Gaming,Afternoon,0.1589,0
33,India,Desktop,Finance,Evening,0.0833,0
20,India,Mobile,Finance,Afternoon,0.0762,0
41,India,Mobile,Electronics,Night,0.0415,0
23,UK,Mobile,Education,Morning,0.0627,0
42,Canada,Tablet,Education,Afternoon,0.0573,0
33,UK,Mobile,Electronics,Night,0.0224,0
25,Canada,Desktop,Gaming,Morning,0.1129,0
32,UK,Mobile,Education,Night,0.0764,0
19,India,Tablet,Travel,Night,0.0219,0
64,India,Desktop,Travel,Evening,0.0165,0
39,Australia,Desktop,Finance,Night,0.0833,0
45,Germany,Mobile,Education,Evening,0.0676,0
19,USA,Tablet,Finance,Morning,0.0669,0
63,UK,Desktop,Electronics,Morning,0.0361,0
46,Australia,Mobile,Gaming,Morning,0.1552,0
20,India,Desktop,Travel,Morning,0.0122,0
60,Germany,Mobile,Education,Morning,0.0627,0
32,USA,Mobile,Fashion,Morning,0.0436,0
24,Australia,Desktop,Education,Evening,0.0461,1
46,USA,Tablet,Finance,Evening,0.0787,0
31,USA,Mobile,Education,Afternoon,0.0522,0
61,Germany,Tablet,Finance,Afternoon,0.0846,0
41,India,Mobile,Education,Morning,0.0531,0
35,Germany,Tablet,Education,Evening,0.0642,0
33,UK,Mobile,Finance,Evening,0.1112,0
21,Germany,Desktop,Education,Night,0.0426,1
33,USA,Mobile,Gaming,Evening,0.1324,0
55,Australia,Mobile,Electronics,Afternoon,0.048,0
20,India,Tablet,Gaming,Afternoon,0.1077,0
50,USA,Desktop,Electronics,Evening,0.0326,0
28,UK,Mobile,Electronics,Night,0.036,0
29,Canada,Tablet,Finance,Night,0.0781,0
21,India,Desktop,Finance,Morning,0.0811,0
32,India,Mobile,Electronics,Morning,0.0311,0
19,UK,Mobile,Travel,Morning,0.0325,0
35,UK,Desktop,Electronics,Evening,0.0447,0
64,India,Mobile,Fashion,Evening,0.0439,0
64,USA,Desktop,Finance,Night,0.0866,0
59,USA,Desktop,Fashion,Afternoon,0.0344,0
23,USA,Mobile,Gaming,Morning,0.1265,0
54,UK,Desktop,Fashion,Night,0.0397,0
63,India,Mobile,Gaming,Morning,0.1346,0
45,Canada,Mobile,Electronics,Afternoon,0.0302,0
23,India,Mobile,Education,Afternoon,0.071,0
60,Australia,Mobile,Finance,Afternoon,0.0883,0
52,UK,Mobile,Finance,Morning,0.0741,0
42,Australia,Mobile,Education,Afternoon,0.0522,0
64,UK,Desktop,Fashion,Morning,0.0228,0
21,India,Mobile,Gaming,Afternoon,0.1306,0
21,Australia,Desktop,Gaming,Morning,0.1109,0
60,UK,Mobile,Travel,Night,0.0365,0
60,India,Mobile,Travel,Morning,0.0217,0
53,USA,Mobile,Electronics,Evening,0.0448,0
41,Australia,Mobile,Gaming,Morning,0.1149,0
61,USA,Mobile,Travel,Morning,0.0444,0
50,USA,Mobile,Fashion,Evening,0.0263,0
23,India,Mobile,Gaming,Night,0.1546,1
43,UK,Desktop,Fashion,Night,0.0381,0
52,Canada,Tablet,Education,Evening,0.0547,0
37,Australia,Mobile,Gaming,Morning,0.1426,0
60,Australia,Mobile,Fashion,Morning,0.0299,0
49,Australia,Mobile,Education,Morning,0.074,0
43,India,Desktop,Finance,Night,0.0967,0
30,UK,Desktop,Finance,Afternoon,0.0843,0
26,UK,Mobile,Finance,Afternoon,0.0946,0
56,India,Mobile,Education,Night,0.0707,0
65,USA,Mobile,Education,Morning,0.0621,0
62,USA,Mobile,Education,Afternoon,0.06,0
51,Germany,Mobile,Fashion,Afternoon,0.0413,0
25,Australia,Mobile,Fashion,Morning,0.0369,0
31,Germany,Mobile,Travel,Evening,0.0535,0
54,Australia,Tablet,Education,Night,0.0669,0
37,Germany,Mobile,Fashion,Afternoon,0.0435,0
22,UK,Mobile,Travel,Afternoon,0.0302,0
52,USA,Mobile,Travel,Evening,0.0461,0
26,UK,Mobile,Travel,Night,0.0203,0
53,India,Mobile,Fashion,Evening,0.0297,0
56,India,Mobile,Education,Afternoon,0.0708,0
53,USA,Desktop,Gaming,Evening,0.1254,0
65,Australia,Mobile,Gaming,Morning,0.1264,0
61,USA,Mobile,Fashion,Night,0.0387,0
44,USA,Mobile,Fashion,Evening,0.0479,0
52,UK,Mobile,Education,Night,0.0724,0
28,India,Desktop,Finance,Morning,0.0603,0
21,India,Desktop,Travel,Morning,0.0369,0
22,India,Desktop,Electronics,Morning,0.037,0
39,India,Mobile,Electronics,Afternoon,0.0444,0
55,India,Mobile,Electronics,Night,0.0223,0
25,Canada,Mobile,Travel,Evening,0.0497,0
34,Germany,Desktop,Finance,Evening,0.0823,0
47,Australia,Desktop,Travel,Afternoon,0.0161,0
22,Germany,Mobile,Electronics,Night,0.0488,0
60,India,Mobile,Education,Night,0.0657,0
64,USA,Desktop,Electronics,Evening,0.0234,0
42,Australia,Tablet,Gaming,Night,0.1035,0
34,USA,Mobile,Electronics,Night,0.0441,0
24,USA,Desktop,Finance,Night,0.0976,0
55,USA,Mobile,Education,Evening,0.0554,0
63,UK,Tablet,Travel,Evening,0.0444,0
61,UK,Mobile,Fashion,Evening,0.0296,0
64,Canada,Desktop,Fashion,Morning,0.0313,1
53,UK,Mobile,Electronics,Evening,0.0492,0
50,India,Desktop,Finance,Morning,0.0819,1
27,USA,Mobile,Education,Night,0.0786,0
21,Germany,Mobile,Travel,Evening,0.0308,0
24,UK,Desktop,Travel,Morning,0.029,0
45,USA,Tablet,Finance,Morning,0.0789,0
45,Germany,Tablet,Finance,Evening,0.0992,0
39,USA,Mobile,Gaming,Evening,0.1529,0
51,UK,Mobile,Electronics,Evening,0.0343,0
37,USA,Mobile,Fashion,Morning,0.0315,0
25,India,Mobile,Fashion,Afternoon,0.0238,0
33,UK,Tablet,Gaming,Night,0.145,0
25,USA,Tablet,Gaming,Afternoon,0.149,0
27,UK,Tablet,Electronics,Night,0.039,0
59,Germany,Tablet,Travel,Afternoon,0.0185,0
28,USA,Desktop,Travel,Night,0.0166,0
18,India,Mobile,Travel,Evening,0.0281,0
21,USA,Mobile,Gaming,Morning,0.1226,0
57,USA,Mobile,Finance,Night,0.0977,0
55,USA,Mobile,Gaming,Evening,0.1421,0
30,India,Desktop,Finance,Morning,0.0849,0
34,USA,Tablet,Fashion,Evening,0.0161,0
45,USA,Desktop,Electronics,Evening,0.0418,0
39,Germany,Mobile,Electronics,Morning,0.0459,0
49,USA,Mobile,Gaming,Morning,0.1105,0
18,Australia,Desktop,Finance,Evening,0.0891,0
46,India,Desktop,Fashion,Night,0.0323,0
31,USA,Desktop,Fashion,Morning,0.0161,1
46,UK,Mobile,Fashion,Evening,0.0278,0
27,UK,Desktop,Electronics,Evening,0.0336,0
29,India,Mobile,Travel,Night,0.0413,0
26,USA,Mobile,Electronics,Night,0.0347,0
30,USA,Mobile,Gaming,Morning,0.1312,0
32,UK,Desktop,Education,Evening,0.0688,0
21,India,Mobile,Finance,Evening,0.0944,0
52,USA,Mobile,Finance,Afternoon,0.1036,0
65,India,Desktop,Gaming,Morning,0.1262,0
57,Germany,Mobile,Fashion,Night,0.035,0
57,India,Desktop,Gaming,Afternoon,0.1101,0
41,UK,Mobile,Finance,Evening,0.1034,0
48,Canada,Desktop,Fashion,Morning,0.0227,0
